Architecture,Run,Instance_ID,Success,Status,NN_Time_s,NN_Initialized_IPOPT_Time_s,Total_Online_Time_s,Cold_IPOPT_Time_s,Cold_IPOPT_Cost,Speedup_vs_Cold_IPOPT,Feasible_Cost,Feasible_Obj_Gap_pct
PINN Baseline,4,9,True,optimal,7.691346108913421e-05,0.7881549242883921,0.7882318377494812,0.6822282578796148,562747.6041848857,0.8655172567343609,562747.6041848691,-2.9582340106742285e-12
PINN Baseline,5,0,True,optimal,8.488865569233894e-05,0.8102663056924939,0.8103511943481863,0.8624626882374287,567561.9352651576,1.064307295716592,567561.9352651422,-2.707514638728585e-12
PINN Baseline,5,1,True,optimal,8.488865569233894e-05,0.79583983682096,0.7959247254766524,0.7501919958740473,565575.7274304413,0.9425413884771361,565575.7274304744,5.845716107559742e-12
PINN Baseline,5,2,True,optimal,8.488865569233894e-05,0.8186050923541188,0.8186899810098112,0.8013200704008341,573661.5757789199,0.978783286699622,573661.5757789258,1.0349623652433316e-12
PINN Baseline,5,3,True,optimal,8.488865569233894e-05,0.7980322409421206,0.7981171295978129,0.7467558914795518,564083.0044061894,0.9356469918843328,564083.0044063157,2.2392205259790013e-11
PINN Baseline,5,4,True,optimal,8.488865569233894e-05,0.8220671461895108,0.8221520348452032,0.7907146736979485,567358.7692752682,0.9617621074754454,567358.7692753089,7.1815868275860845e-12
PINN Baseline,5,5,True,optimal,8.488865569233894e-05,0.7850924823433161,0.7851773709990084,0.800424512475729,563657.7435673319,1.01941872249492,563657.7435673452,2.354504455891545e-12
PINN Baseline,5,6,True,optimal,8.488865569233894e-05,0.7986845755949616,0.798769464250654,0.7725797602906823,562548.7180322859,0.9672124372148592,562548.718032231,-9.767693026572615e-12
PINN Baseline,5,7,True,optimal,8.488865569233894e-05,0.7387742353603244,0.7388591240160167,0.7309494754299521,562322.854933904,0.9892947811985155,562322.8549338933,-1.904637080656608e-12
PINN Baseline,5,8,True,optimal,8.488865569233894e-05,0.7718042619526386,0.771889150608331,0.7627084571868181,574072.7211224085,0.9881062022775194,574072.721122412,6.08365373637629e-13
PINN Baseline,5,9,True,optimal,8.488865569233894e-05,0.7132862908765674,0.7133711795322597,0.6822282578796148,562747.6041848857,0.9563440148043764,562747.6041848835,-3.9305207134832406e-13
DC3,1,0,True,optimal,8.565960451960564e-05,0.7427910529077053,0.7428767125122249,0.8624626882374287,567561.9352651576,1.1609768804312006,567561.9352651554,-3.897180161806296e-13
DC3,1,1,True,optimal,8.565960451960564e-05,0.7757118782028556,0.7757975378073751,0.7501919958740473,565575.7274304413,0.9669945563301265,565575.7274304648,4.157868499038971e-12
DC3,1,2,True,optimal,8.565960451960564e-05,0.7297745142132044,0.729860173817724,0.8013200704008341,573661.5757789199,1.0979090230520738,573661.5757804839,2.7264155641263056e-10
DC3,1,3,True,optimal,8.565960451960564e-05,0.8895707484334707,0.8896564080379903,0.7467558914795518,564083.0044061894,0.8393756114525325,564083.0044061859,-6.191393159388944e-13
DC3,1,4,True,optimal,8.565960451960564e-05,0.8821243783459067,0.8822100379504263,0.7907146736979485,567358.7692752682,0.8962884570379155,567358.7692753116,7.653519676256028e-12
DC3,1,5,True,optimal,8.565960451960564e-05,0.8850824069231749,0.8851680665276944,0.800424512475729,563657.7435673319,0.9042627527398335,563657.7435673667,6.175410809750632e-12
DC3,1,6,True,optimal,8.565960451960564e-05,0.8521776413545012,0.8522633009590208,0.7725797602906823,562548.7180322859,0.9065036115263048,562548.7180322967,1.924566634472994e-12
DC3,1,7,True,optimal,8.565960451960564e-05,0.8723435802385211,0.8724292398430407,0.7309494754299521,562322.854933904,0.8378323903511736,562322.8549339271,4.099110238804439e-12
DC3,1,8,True,optimal,8.565960451960564e-05,0.8619465883821249,0.8620322479866445,0.7627084571868181,574072.7211224085,0.8847794951618038,574072.7211224221,2.3726249571867532e-12
DC3,1,9,True,optimal,8.565960451960564e-05,0.7980445921421051,0.7981302517466247,0.6822282578796148,562747.6041848857,0.8547831088805737,562747.6041848698,-2.8341123039326526e-12
DC3,2,0,True,optimal,8.383253589272499e-05,0.8137409286573529,0.8138247611932456,0.8624626882374287,567561.9352651576,1.0597646193178851,567561.9352651514,-1.0871081503985984e-12
DC3,2,1,True,optimal,8.383253589272499e-05,0.847129387781024,0.8472132203169167,0.7501919958740473,565575.7274304413,0.8854819281425085,565575.7274304593,3.1904436502526758e-12
DC3,2,2,True,optimal,8.383253589272499e-05,0.8658651057630777,0.8659489382989705,0.8013200704008341,573661.5757789199,0.9253664216909945,573661.575780476,2.712616065923061e-10
DC3,2,3,True,optimal,8.383253589272499e-05,0.8757968936115503,0.8758807261474431,0.7467558914795518,564083.0044061894,0.8525771479915465,564083.004406201,2.0431597425983513e-12
DC3,2,4,True,optimal,8.383253589272499e-05,0.8107289783656597,0.8108128109015524,0.7907146736979485,567358.7692752682,0.9752123585945113,567358.769275272,6.771210437438308e-13
DC3,2,5,True,optimal,8.383253589272499e-05,0.777220468968153,0.7773043015040457,0.800424512475729,563657.7435673319,1.0297440924062131,563657.7435673368,8.674490100653061e-13
DC3,2,6,True,optimal,8.383253589272499e-05,0.7412916924804449,0.7413755250163376,0.7725797602906823,562548.7180322859,1.0420896485268476,562548.718032309,4.097464447587665e-12
DC3,2,7,True,optimal,8.383253589272499e-05,0.7161956811323762,0.7162795136682689,0.7309494754299521,562322.854933904,1.0204807780785943,562322.8549339124,1.4905855413834325e-12
DC3,2,8,True,optimal,8.383253589272499e-05,0.7718508122488856,0.7719346447847784,0.7627084571868181,574072.7211224085,0.9880479679720392,574072.7211224206,2.1089999619437804e-12
DC3,2,9,True,optimal,8.383253589272499e-05,0.7333653289824724,0.7334491615183651,0.6822282578796148,562747.6041848857,0.9301643435889758,562747.6041848651,-3.661590348876493e-12
DC3,3,0,True,optimal,8.513256907463073e-05,0.7430205652490258,0.7431056978181004,0.8624626882374287,567561.9352651576,1.1606191296470785,567561.9352651512,-1.1281310994702435e-12
DC3,3,1,True,optimal,8.513256907463073e-05,0.7505230754613876,0.7506082080304622,0.7501919958740473,565575.7274304413,0.9994455001264814,565575.7274304518,1.8525156678886505e-12
DC3,3,2,True,optimal,8.513256907463073e-05,0.7318718088790774,0.731956941448152,0.8013200704008341,573661.5757789199,1.0947639472008415,573661.5757789317,2.069924730486663e-12
DC3,3,3,True,optimal,8.513256907463073e-05,0.7672845404595137,0.7673696730285883,0.7467558914795518,564083.0044061894,0.9731370911914204,564083.0044063388,2.6478524744986715e-11
DC3,3,4,True,optimal,8.513256907463073e-05,0.8435893841087818,0.8436745166778564,0.7907146736979485,567358.7692752682,0.9372271629248109,567358.7692753014,5.8478635596058115e-12
DC3,3,5,True,optimal,8.513256907463073e-05,0.8123546503484249,0.8124397829174995,0.800424512475729,563657.7435673319,0.9852108787698415,563657.7435673447,2.271890264456754e-12
DC3,3,6,True,optimal,8.513256907463073e-05,0.7895160336047411,0.7896011661738157,0.7725797602906823,562548.7180322859,0.9784430335056187,562548.7180322773,-1.5313756016236727e-12
DC3,3,7,True,optimal,8.513256907463073e-05,0.7435679184272885,0.7436530509963631,0.7309494754299521,562322.854933904,0.9829173355109746,562322.8549339063,4.1405153927317566e-13
DC3,3,8,True,optimal,8.513256907463073e-05,0.7759594907984138,0.7760446233674884,0.7627084571868181,574072.7211224085,0.9828152070395119,574072.7211002992,-3.851317834350374e-09
DC3,3,9,True,optimal,8.513256907463073e-05,0.7213471466675401,0.7214322792366147,0.6822282578796148,562747.6041848857,0.9456580714707087,562747.604184655,-4.100153712696728e-11
DC3,4,0,True,optimal,8.82335938513279e-05,0.7122317040339112,0.7123199376277626,0.8624626882374287,567561.9352651576,1.210779935641962,567561.9352651517,-1.046085201326953e-12
DC3,4,1,True,optimal,8.82335938513279e-05,0.7037977268919349,0.7038859604857862,0.7501919958740473,565575.7274304413,1.0657862750328235,565575.7274304716,5.351711929456102e-12
DC3,4,2,True,optimal,8.82335938513279e-05,0.7151759341359138,0.7152641677297652,0.8013200704008341,573661.5757789199,1.1203134541804445,573661.5757789315,2.029337971065356e-12
DC3,4,3,True,optimal,8.82335938513279e-05,0.6904802853241563,0.6905685189180076,0.7467558914795518,564083.0044061894,1.0813639356882057,564083.0044063582,2.992506693704656e-11
DC3,4,4,True,optimal,8.82335938513279e-05,0.7744352500885725,0.7745234836824239,0.7907146736979485,567358.7692752682,1.0209047115505712,567358.7692752447,-4.14480154049254e-12
DC3,4,5,True,optimal,8.82335938513279e-05,0.7414240939542651,0.7415123275481165,0.800424512475729,563657.7435673319,1.079448692542188,563657.7435673338,3.3045676573916424e-13
DC3,4,6,True,optimal,8.82335938513279e-05,0.7229208070784807,0.7230090406723321,0.7725797602906823,562548.7180322859,1.0685616871018018,562548.7180322957,1.7383182504917365e-12
DC3,4,7,True,optimal,8.82335938513279e-05,0.7218513200059533,0.7219395535998047,0.7309494754299521,562322.854933904,1.012480160956996,562322.8549339229,3.353817468112723e-12
DC3,4,8,True,optimal,8.82335938513279e-05,0.7602058425545692,0.7602940761484206,0.7627084571868181,574072.7211224085,1.0031755883863105,574072.7211224077,-1.4195192051544676e-13
DC3,4,9,True,optimal,8.82335938513279e-05,0.7173313591629267,0.717419592756778,0.6822282578796148,562747.6041848857,0.9509473462497227,562747.604184667,-3.887078116123689e-11
DC3,5,0,True,optimal,0.00010605575516819954,0.7624861085787416,0.7625921643339097,0.8624626882374287,567561.9352651576,1.1309619067365468,567561.9352651521,-9.640393031836627e-13
DC3,5,1,True,optimal,0.00010605575516819954,0.772161053493619,0.7722671092487872,0.7501919958740473,565575.7274304413,0.9714151838005723,565575.7274304368,-8.027567894184153e-13
DC3,5,2,True,optimal,0.00010605575516819954,0.7655688701197505,0.7656749258749187,0.8013200704008341,573661.5757789199,1.04655388771571,573661.5757804869,2.7316918428510754e-10
DC3,5,3,True,optimal,0.00010605575516819954,0.7781942645087838,0.778300320263952,0.7467558914795518,564083.0044061894,0.9594701068943383,564083.0044061918,4.127595439592629e-13
DC3,5,4,True,optimal,0.00010605575516819954,0.7477103974670172,0.7478164532221854,0.7907146736979485,567358.7692752682,1.057364638462986,567358.769275284,2.7905594530048784e-12
DC3,5,5,True,optimal,0.00010605575516819954,0.7306957310065627,0.7308017867617309,0.800424512475729,563657.7435673319,1.0952689593473828,563657.7435673359,7.022206271957239e-13
DC3,5,6,True,optimal,0.00010605575516819954,0.6809560097754002,0.6810620655305684,0.7725797602906823,562548.7180322859,1.1343749702001371,562548.7180323013,2.731642965058443e-12
DC3,5,7,True,optimal,0.00010605575516819954,0.6433361228555441,0.6434421786107123,0.7309494754299521,562322.854933904,1.1359986953422625,562322.8549339046,1.0351288481829391e-13
DC3,5,8,True,optimal,0.00010605575516819954,0.6264113569632173,0.6265174127183855,0.7627084571868181,574072.7211224085,1.217377907945951,574072.721122417,1.4803557425182305e-12
DC3,5,9,True,optimal,0.00010605575516819954,0.5622333977371454,0.5623394534923136,0.6822282578796148,562747.6041848857,1.2131965019398019,562747.6041848691,-2.9582340106742285e-12
FSNet,1,0,True,optimal,7.763644680380821e-05,0.6800096733495593,0.6800873097963631,0.8624626882374287,567561.9352651576,1.2681646544701353,567561.9352651759,3.22030150212415e-12
FSNet,1,1,True,optimal,7.763644680380821e-05,0.7447003871202469,0.7447780235670507,0.7501919958740473,565575.7274304413,1.0072692428289798,565575.727430446,8.233402968394002e-13
FSNet,1,2,True,optimal,7.763644680380821e-05,0.7712806332856417,0.7713582697324455,0.8013200704008341,573661.5757789199,1.038842911062302,573661.5757804892,2.735750518793206e-10
FSNet,1,3,True,optimal,7.763644680380821e-05,0.8125990908592939,0.8126767273060977,0.7467558914795518,564083.0044061894,0.9188843071154951,564083.0044062053,2.8067648989229875e-12
FSNet,1,4,True,optimal,7.763644680380821e-05,0.8359544472768903,0.8360320837236941,0.7907146736979485,567358.7692752682,0.9457946520139496,567358.7692752765,1.4568361850246058e-12
FSNet,1,5,True,optimal,7.763644680380821e-05,0.8163439435884356,0.8164215800352395,0.800424512475729,563657.7435673319,0.9804058736923392,563657.743567335,5.369922443261419e-13
FSNet,1,6,True,optimal,7.763644680380821e-05,0.7128070555627346,0.7128846920095384,0.7725797602906823,562548.7180322859,1.0837373406249902,562548.7180323005,2.5867831108507983e-12
FSNet,1,7,True,optimal,7.763644680380821e-05,0.7256245473399758,0.7257021837867796,0.7309494754299521,562322.854933904,1.0072306405580753,562322.8549339449,7.2666045142442334e-12
FSNet,1,8,True,optimal,7.763644680380821e-05,0.7045793486759067,0.7046569851227105,0.7627084571868181,574072.7211224085,1.082382596482739,574072.7211002957,-3.851926199724012e-09
FSNet,1,9,True,optimal,7.763644680380821e-05,0.5481744492426515,0.5482520856894553,0.6822282578796148,562747.6041848857,1.2443696534627453,562747.6041848813,-7.861041426966481e-13
FSNet,2,0,True,optimal,8.353916928172112e-05,0.5783460065722466,0.5784295457415283,0.8624626882374287,567561.9352651576,1.49104189885698,567561.9352651653,1.3537573193642924e-12
FSNet,2,1,True,optimal,8.353916928172112e-05,0.5979348011314869,0.5980183403007686,0.7501919958740473,565575.7274304413,1.2544631917087092,565575.7274304604,3.375695217041541e-12
FSNet,2,2,True,optimal,8.353916928172112e-05,0.5912917498499155,0.5913752890191972,0.8013200704008341,573661.5757789199,1.3550110822686432,573661.5757804887,2.7347358498076736e-10
FSNet,2,3,True,optimal,8.353916928172112e-05,0.5797755112871528,0.5798590504564345,0.7467558914795518,564083.0044061894,1.2878231199318955,564083.0044061855,-7.016912247307469e-13
FSNet,2,4,True,optimal,8.353916928172112e-05,0.6017270442098379,0.6018105833791196,0.7907146736979485,567358.7692752682,1.3138929349798854,567358.7692752643,-6.771210437438308e-13
FSNet,2,5,True,optimal,8.353916928172112e-05,0.5572139583528042,0.5572974975220859,0.800424512475729,563657.7435673319,1.4362607333330217,563657.7435673387,1.1979057758044704e-12
FSNet,2,6,True,optimal,8.353916928172112e-05,0.5220823232084513,0.522165862377733,0.7725797602906823,562548.7180322859,1.4795677311662339,562548.718032299,2.3177576673223154e-12
FSNet,2,7,True,optimal,8.353916928172112e-05,0.5237171994522214,0.5238007386215031,0.7309494754299521,562322.854933904,1.395472403024109,562322.8549339215,3.1053865445488175e-12
FSNet,2,8,True,optimal,8.353916928172112e-05,0.5414577759802341,0.5415413151495159,0.7627084571868181,574072.7211224085,1.4084030818151696,574072.721122391,-3.041826868188145e-12
FSNet,2,9,True,optimal,8.353916928172112e-05,0.5166106643155217,0.5166942034848034,0.6822282578796148,562747.6041848857,1.320371417520034,562747.6041848582,-4.902807416292253e-12
FSNet,3,0,True,optimal,7.559321820735932e-05,0.5138715468347073,0.5139471400529146,0.8624626882374287,567561.9352651576,1.678115551238658,567561.9352651531,-7.999475068970818e-13
FSNet,3,1,True,optimal,7.559321820735932e-05,0.5411583753302693,0.5412339685484767,0.7501919958740473,565575.7274304413,1.3860770747371427,565575.7274304625,3.746198350619271e-12
FSNet,3,2,True,optimal,7.559321820735932e-05,0.5268505979329348,0.5269261911511421,0.8013200704008341,573661.5757789199,1.5207444303541662,573661.5757789323,2.171391629039931e-12
FSNet,3,3,True,optimal,7.559321820735932e-05,0.5269965594634414,0.5270721526816488,0.7467558914795518,564083.0044061894,1.4168001243856112,564083.0044062026,2.3320914233698355e-12
FSNet,3,4,True,optimal,7.559321820735932e-05,0.5430871723219752,0.5431627655401826,0.7907146736979485,567358.7692752682,1.4557600849380243,567358.7692752632,-8.82309238817719e-13
FSNet,3,5,True,optimal,7.559321820735932e-05,0.546213791705668,0.5462893849238754,0.800424512475729,563657.7435673319,1.4652023900981839,563657.743567341,1.6109767329784256e-12
FSNet,3,6,True,optimal,7.559321820735932e-05,0.5223196940496564,0.5223952872678638,0.7725797602906823,562548.7180322859,1.4789179365137224,562548.7180322971,1.9866494291334133e-12
FSNet,3,7,True,optimal,7.559321820735932e-05,0.5134191149845719,0.5134947082027793,0.7309494754299521,562322.854933904,1.423480054912854,562322.8549339204,2.9190633518758887e-12
FSNet,3,8,True,optimal,7.559321820735932e-05,0.5369147323071957,0.536990325525403,0.7627084571868181,574072.7211224085,1.420339289056218,574072.7211002815,-3.854400218910138e-09
FSNet,3,9,True,optimal,7.559321820735932e-05,0.5093826316297054,0.5094582248479128,0.6822282578796148,562747.6041848857,1.3391250245950561,562747.6041846694,-3.8436355187641374e-11
FSNet,4,0,True,optimal,8.411137387156486e-05,0.5422483496367931,0.5423324610106647,0.8624626882374287,567561.9352651576,1.5902840973785428,567561.9352651697,2.1331933517255517e-12
FSNet,4,1,True,optimal,8.411137387156486e-05,0.5536091662943363,0.5536932776682079,0.7501919958740473,565575.7274304413,1.3548873105943473,565575.7274304488,1.3173444749430403e-12
FSNet,4,2,True,optimal,8.411137387156486e-05,0.5078026577830315,0.507886769156903,0.8013200704008341,573661.5757789199,1.5777533872973954,573661.5757789141,-9.943756058220244e-13
FSNet,4,3,True,optimal,8.411137387156486e-05,0.6626770822331309,0.6627611936070025,0.7467558914795518,564083.0044061894,1.1267344839781848,564083.0044061758,-2.414643332161688e-12
FSNet,4,4,True,optimal,8.411137387156486e-05,0.6239763153716922,0.6240604267455637,0.7907146736979485,567358.7692752682,1.2670482533582144,567358.7692753098,7.325218564137806e-12
FSNet,4,5,True,optimal,8.411137387156486e-05,0.6319028325378895,0.631986943911761,0.800424512475729,563657.7435673319,1.2665206460143035,563657.7435673401,1.4457483501088435e-12
FSNet,4,6,True,optimal,8.411137387156486e-05,0.7181761534884572,0.7182602648623287,0.7725797602906823,562548.7180322859,1.0756264798231114,562548.7180322959,1.7797067802653492e-12
FSNet,4,7,True,optimal,8.411137387156486e-05,0.7489999933168292,0.7490841046907007,0.7309494754299521,562322.854933904,0.9757909303545609,562322.8549339208,2.981171082766865e-12
FSNet,4,8,True,optimal,8.411137387156486e-05,0.8245706697925925,0.8246547811664641,0.7627084571868181,574072.7211224085,0.924882113831895,574072.7211223997,-1.5411922798819934e-12
FSNet,4,9,True,optimal,8.411137387156486e-05,0.7097571864724159,0.7098412978462875,0.6822282578796148,562747.6041848857,0.9610996992560834,562747.6041846967,-3.359560862471991e-11
FSNet,5,0,True,optimal,0.00010271631181240082,0.6526279486715794,0.6527306649833917,0.8624626882374287,567561.9352651576,1.3213148002773447,567561.93526514,-3.0972326549092144e-12
FSNet,5,1,True,optimal,0.00010271631181240082,0.5956185134127736,0.595721229724586,0.7501919958740473,565575.7274304413,1.2593004218111823,565575.7274304237,-3.108109620568736e-12
FSNet,5,2,True,optimal,0.00010271631181240082,0.6257143104448915,0.6258170267567038,0.8013200704008341,573661.5757789199,1.2804382689197107,573661.5757804742,2.7095720589664633e-10
FSNet,5,3,True,optimal,0.00010271631181240082,0.6106459917500615,0.6107487080618739,0.7467558914795518,564083.0044061894,1.2226892691255586,564083.0044061915,3.714835895633366e-13
FSNet,5,4,True,optimal,0.00010271631181240082,0.6134603004902601,0.6135630168020725,0.7907146736979485,567358.7692752682,1.2887260999191266,567358.7692753304,1.0957049616945627e-11
FSNet,5,5,True,optimal,0.00010271631181240082,0.7815052689984441,0.7816079853102564,0.800424512475729,563657.7435673319,1.0240741234981157,563657.743567354,3.924174093152575e-12
FSNet,5,6,True,optimal,0.00010271631181240082,0.562553315423429,0.5626560317352414,0.7725797602906823,562548.7180322859,1.3730942471336038,562548.7180322993,2.3798404619827346e-12
FSNet,5,7,True,optimal,0.00010271631181240082,0.5546865900978446,0.554789306409657,0.7309494754299521,562322.854933904,1.3175262518312103,562322.8549339226,3.3124123141854053e-12
FSNet,5,8,True,optimal,0.00010271631181240082,0.5832345727831125,0.5833372890949249,0.7627084571868181,574072.7211224085,1.3074913458218933,574072.7211224175,1.5614711256699144e-12
FSNet,5,9,True,optimal,0.00010271631181240082,0.5529366843402386,0.5530394006520509,0.6822282578796148,562747.6041848857,1.2335979264320882,562747.6041846899,-3.4795451789888476e-11
KKT,1,0,True,optimal,0.00015273150056600572,0.5555895334109664,0.5557422649115324,0.8624626882374287,567561.9352651576,1.5519112773881296,567561.9352651398,-3.1382556039808595e-12
KKT,1,1,True,optimal,0.00015273150056600572,0.5842661065980792,0.5844188380986453,0.7501919958740473,565575.7274304413,1.2836547129704619,565575.7274304362,-9.056743265233402e-13
KKT,1,2,True,optimal,0.00015273150056600572,0.5746030556038022,0.5747557871043683,0.8013200704008341,573661.5757789199,1.3941922610956237,573661.5757789266,1.1770160232179065e-12
